start_time,end_time,wav_file,emotion,V,A,D,speaker,transcriptions
49.4,53.89,Ses03M_impro05a_F007,neu,2.5,3.0,3.0,Ses03F,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--
54.49,57.02,Ses03M_impro05a_F008,neu,3.0,2.5,3.0,Ses03F,How many pieces of luggage do you have checked in?
59.01,61.82,Ses03M_impro05a_F009,neu,3.0,2.5,3.0,Ses03F,Eight pieces of luggage.  Okay.
71.54,73.33,Ses03M_impro05a_F011,neu,3.0,2.0,2.0,Ses03F,I'm sorry sir.
74.25,80.89,Ses03M_impro05a_F012,neu,2.5,3.0,3.0,Ses03F,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--
90.9925,92.21,Ses03M_impro05a_F014,neu,3.5,2.5,2.5,Ses03F,Yes--it is
101.69,107.76,Ses03M_impro05a_F016,neu,2.5,3.0,3.0,Ses03F,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?"
115.88,119.74,Ses03M_impro05a_F018,ang,3.0,3.5,4.0,Ses03F,"Sir, I just...you need to calm down is what needs to happen right now."
130.13,131.39,Ses03M_impro05a_F021,neu,3.0,3.0,2.5,Ses03F,"Please, please"
134.62,139.06,Ses03M_impro05a_F023,neu,3.0,3.0,3.0,Ses03F,Okay.  We can get it here in about seven to ten business days.
140.49,141.87,Ses03M_impro05a_F024,neu,3.0,3.0,3.0,Ses03F,"Yes.  Well, because--"
143.29,145.77,Ses03M_impro05a_F025,neu,3.0,2.5,3.5,Ses03F,I am the manager sir.
156.69,157.98,Ses03M_impro05a_F028,ang,2.5,2.5,3.5,Ses03F,What is your name?
7.17,11.72,Ses03M_impro05a_M000,ang,2.0,4.0,4.5,Ses03M,Yes you can help me.  Where is my luggage?
13.83,17.78,Ses03M_impro05a_M001,ang,1.5,4.0,4.5,Ses03M,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?
21.76,25.02,Ses03M_impro05a_M002,ang,1.5,4.0,4.5,Ses03M,I had eight hundred pounds of luggage.
26.95,28.6507,Ses03M_impro05a_M003,ang,2.5,3.0,4.0,Ses03M,Okay.  Check.
29.44,30.5,Ses03M_impro05a_M004,ang,2.5,3.0,3.0,Ses03M,Is it there?
33.53,34.59,Ses03M_impro05a_M005,ang,2.5,3.0,3.5,Ses03M,Yes.
34.94,37.05,Ses03M_impro05a_M006,ang,1.5,4.0,4.5,Ses03M,You don't know where we're at?
37.0975,38.98,Ses03M_impro05a_M007,ang,1.5,4.0,3.5,Ses03M,God.
53.11,55.07,Ses03M_impro05a_M010,ang,2.0,3.5,4.0,Ses03M,Okay.  What do you want?
56.55,59.74,Ses03M_impro05a_M011,ang,2.5,4.0,3.5,Ses03M,Eight.  And they're all gone.
60.95,66.43,Ses03M_impro05a_M012,ang,1.5,4.5,4.5,Ses03M,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?
67.1,72.19,Ses03M_impro05a_M013,ang,2.0,4.0,4.5,Ses03M,It's my mother's funeral tomorrow and the urn is in the suitcase.
72.64,74.1625,Ses03M_impro05a_M014,ang,2.5,3.5,4.0,Ses03M,Yeah.
87.19,91.3275,Ses03M_impro05a_M016,ang,1.5,4.5,4.5,Ses03M,"Oh, oh, that's a good deduction."
91.36,94.47,Ses03M_impro05a_M017,ang,1.5,4.5,5.0,Ses03M,"Sherlock Holmes.  God, where's my luggage?"
96.24,102.32,Ses03M_impro05a_M018,ang,1.0,5.0,5.0,Ses03M,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.
113.59,116.3,Ses03M_impro05a_M020,ang,2.0,4.5,4.5,Ses03M,What is the matter with you?
119.01,120.88,Ses03M_impro05a_M021,ang,1.5,4.5,4.5,Ses03M,Don't yell at me.
126.79,130.58,Ses03M_impro05a_M022,ang,2.5,2.5,3.0,Ses03M,Oh my God.  I think a blood vessel burst in my head.
133.9,135.21,Ses03M_impro05a_M023,ang,1.5,4.0,4.5,Ses03M,What?
138.5675,140.99,Ses03M_impro05a_M024,ang,1.5,4.0,4.5,Ses03M,What?  Are you kidding me?
141.2,143.71,Ses03M_impro05a_M025,ang,2.0,4.0,4.5,Ses03M,Give- Give me your manager right now.
145.05,151.19,Ses03M_impro05a_M026,ang,2.5,3.5,4.0,Ses03M,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?"
152.29,154.61,Ses03M_impro05a_M027,ang,2.5,3.0,3.5,Ses03M,Whose daughter are you?
156.045,159.485,Ses03M_impro05a_M028,ang,2.5,3.0,3.0,Ses03M,Sir. Sir. Sir. Sir
160.05,162.53,Ses03M_impro05a_M029,ang,3.0,2.5,3.5,Ses03M,My name is Brent Caption.
5.2466,7.93,Ses03M_impro05b_F000,neu,3.0,2.0,2.5,Ses03F,Can I help you sir?
15.935,20.6125,Ses03M_impro05b_F001,neu,3.0,3.0,3.0,Ses03F,Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?
20.94,23.45,Ses03M_impro05b_F002,neu,3.0,2.5,3.5,Ses03F,Baltimore and this is a direct flight to LAX
23.9,26.15,Ses03M_impro05b_F003,neu,3.0,2.0,3.0,Ses03F,Okay.  Let's look up here
28.91,30.67,Ses03M_impro05b_F004,neu,3.0,3.0,2.5,Ses03F,Okay.  Well you um-...
31.64,38.215,Ses03M_impro05b_F005,neu,3.0,3.0,2.5,Ses03F,"What I can do for you is uh we can uh report lost, lost property."
39.73,40.77,Ses03M_impro05b_F006,neu,3.0,3.0,2.5,Ses03F,Yes.
50.09,55.89,Ses03M_impro05b_F007,neu,3.0,3.0,2.5,Ses03F,"Well sir, if if...what I believe has happened is most of the flight was left--"
55.91,58.635,Ses03M_impro05b_F008,neu,3.0,3.0,3.0,Ses03F,the luggage was left in Baltimore.  Therefore--
59.7475,62.15,Ses03M_impro05b_F009,neu,3.0,3.5,2.5,Ses03F,"Like the luggage, the luggage on the flight."
64.06,68.16,Ses03M_impro05b_F010,neu,2.5,3.5,3.5,Ses03F,No actually it was...this is the first time this has ever happened.  I don't know what happened--
71.09,77.81,Ses03M_impro05b_F011,neu,3.0,3.5,2.5,Ses03F,"Well, we can give you um- hotel lodging for a night if that--"
81.52,85.5,Ses03M_impro05b_F012,neu,2.5,3.0,3.0,Ses03F,For tonight- For tonight sir.  Would you need to stay somewhere tonight?
92.37,96.17,Ses03M_impro05b_F013,neu,3.0,3.5,2.5,Ses03F,We can do Holiday Inn or...?
101.76,103.87,Ses03M_impro05b_F014,neu,2.5,3.5,2.5,Ses03F,Sir I understand that but just--
105.74,108.77,Ses03M_impro05b_F015,neu,3.0,3.0,2.5,Ses03F,Did you have your name tags on the luggage?
110.04,118.68,Ses03M_impro05b_F016,neu,3.0,3.5,2.5,Ses03F,"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information."
142.47,144.38,Ses03M_impro05b_F018,neu,3.0,3.0,2.5,Ses03F,What is your business?
145.8,153.13,Ses03M_impro05b_F019,neu,2.5,3.0,2.5,Ses03F,"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,"
153.145,159.61,Ses03M_impro05b_F020,neu,2.5,3.5,2.5,Ses03F,"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--"
161.48,168.58,Ses03M_impro05b_F021,neu,2.5,3.0,3.0,Ses03F,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore."
168.58,170.04,Ses03M_impro05b_F022,neu,2.5,2.5,2.5,Ses03F,Uh no I'm not.
170.61,177.53,Ses03M_impro05b_F023,neu,3.0,3.0,3.0,Ses03F,"Well we have some people back there that need some firing so, but I would just really appreciate--"
207.73,209.53,Ses03M_impro05b_F027,neu,2.5,2.5,1.5,Ses03F,"Yes sir, Yes."
212.48,215.76,Ses03M_impro05b_F028,neu,3.0,3.0,2.5,Ses03F,We can have them direct your luggage to San Diego.
218.89,221.71,Ses03M_impro05b_F029,neu,3.0,2.5,2.0,Ses03F,Uh--
221.8475,225.04,Ses03M_impro05b_F030,neu,3.0,3.5,2.0,Ses03F,Some refreshments in the lobby?
58.32,60.06,Ses03M_impro05b_M008,ang,1.5,3.0,4.5,Ses03M,Most of the...
76.2,83.22,Ses03M_impro05b_M011,ang,1.5,2.5,4.0,Ses03M,I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?
95.22,102.04,Ses03M_impro05b_M013,ang,1.5,4.0,4.5,Ses03M,Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.
102.06,106.54,Ses03M_impro05b_M014,ang,1.5,3.5,4.5,Ses03M,"Okay, so you can put me in Holiday Inn for twenty dollar a night?"
108.21,110.95,Ses03M_impro05b_M015,ang,2.5,2.5,3.5,Ses03M,Of course I had my name tags on the luggage.
117.08,120.8,Ses03M_impro05b_M016,ang,1.5,4.0,4.5,Ses03M,Soon as you...that's not good enough okay?
144.25,146.215,Ses03M_impro05b_M019,neu,3.5,3.0,3.5,Ses03M,I work for IBM.
157.97,161.94,Ses03M_impro05b_M020,ang,2.0,3.5,4.5,Ses03M,"You misplace a lot of, eight pieces of luggage."
167.08,168.81,Ses03M_impro05b_M021,ang,1.5,3.5,4.5,Ses03M,Are you kidding me?
169.02,171.5,Ses03M_impro05b_M022,ang,1.5,4.0,4.5,Ses03M,Who are you going to fire because of that?
174.24,178.54,Ses03M_impro05b_M023,ang,1.5,2.5,4.5,Ses03M,"Wow.  This has never happened before.  I've not lost,"
178.54,183.5225,Ses03M_impro05b_M024,ang,1.5,3.5,4.5,Ses03M,in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.
183.54,186.45,Ses03M_impro05b_M025,ang,1.5,3.0,4.5,Ses03M,This is the worst customer service I've ever gotten before.
187.43,192.33,Ses03M_impro05b_M026,ang,1.5,4.0,4.5,Ses03M,Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?
194.71,197.07,Ses03M_impro05b_M027,ang,2.0,2.5,3.5,Ses03M,"And and, in about..."
204.14,213.07,Ses03M_impro05b_M029,ang,1.5,3.5,4.5,Ses03M,Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.
224.32,229.99,Ses03M_impro05b_M031,ang,1.5,3.5,4.5,Ses03M,Some peanuts?  Wow.  That helps a lot.
230.07,238.22,Ses03M_impro05b_M032,ang,1.5,3.5,4.5,Ses03M,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?"
238.43,241.61,Ses03M_impro05b_M033,ang,2.0,2.5,4.0,Ses03M,I will never do business with Delta again.
9.6133,14.6512,Ses03M_impro06_F000,sad,3.0,2.0,3.0,Ses03F,How's it going?  How are you feeling?
19.2023,22.2932,Ses03M_impro06_F001,sad,3.5,2.5,2.5,Ses03F,Hanging in there?
27.9882,31.5658,Ses03M_impro06_F002,sad,2.0,2.0,2.5,Ses03F,So sad.
34.1943,36.7984,Ses03M_impro06_F003,sad,3.0,2.0,2.5,Ses03F,Yeah.
36.8471,40.23,Ses03M_impro06_F004,sad,2.0,2.0,3.0,Ses03F,You guys were real close huh?
53.4939,57.3393,Ses03M_impro06_F005,sad,2.0,2.5,4.0,Ses03F,I'm so sorry.
76.5173,82.7477,Ses03M_impro06_F007,sad,2.5,2.5,3.5,Ses03F,What happened?  What went wrong?
96.6931,98.8348,Ses03M_impro06_F008,sad,1.5,2.5,3.5,Ses03F,Oh man.
100.1004,103.1912,Ses03M_impro06_F009,sad,2.0,2.0,3.0,Ses03F,How are they?
123.8051,132.2016,Ses03M_impro06_F010,sad,3.5,2.5,3.5,Ses03F,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?
132.9074,136.8014,Ses03M_impro06_F011,sad,3.0,2.5,4.0,Ses03F,We're all here for you.
164.0351,166.3472,Ses03M_impro06_F012,sad,3.0,2.0,3.0,Ses03F,I know.
167.9048,175.1087,Ses03M_impro06_F013,sad,2.5,3.0,3.5,Ses03F,just things happen in life and you just...there's just no explanation you know?  We just don't...
177.1044,179.2704,Ses03M_impro06_F014,sad,2.0,2.5,3.0,Ses03F,Yeah.
180.8037,182.9697,Ses03M_impro06_F015,sad,2.0,2.0,3.5,Ses03F,I'm so sorry.
212.9536,219.8655,Ses03M_impro06_F016,sad,3.0,2.5,2.5,Ses03F,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do."
220.2792,223.6378,Ses03M_impro06_F017,sad,3.5,2.5,3.5,Ses03F,Well sure you could.
228.6513,230.6713,Ses03M_impro06_F018,sad,2.5,2.5,3.0,Ses03F,Yeah.
231.9856,234.9547,Ses03M_impro06_F019,sad,2.5,2.0,3.0,Ses03F,I would've loved to.
240.3577,244.349,Ses03M_impro06_F020,sad,1.5,1.5,4.0,Ses03F,Now I can't.
13.5804,16.6469,Ses03M_impro06_M000,sad,3.0,2.0,2.5,Ses03M,I ah--
17.2553,20.0055,Ses03M_impro06_M001,sad,3.5,2.5,2.5,Ses03M,alright.
21.3927,24.4349,Ses03M_impro06_M002,sad,2.5,2.0,3.0,Ses03M,Yeah.
30.8844,35.1434,Ses03M_impro06_M003,sad,2.5,2.0,3.0,Ses03M,It just feels like I was talking to him yesterday.
40.1813,44.416,Ses03M_impro06_M004,sad,2.5,2.5,3.5,Ses03M,He was my only friend growing up.
44.489,48.8941,Ses03M_impro06_M005,sad,2.0,2.0,3.5,Ses03M,no one else would talk to me but he would.
48.9915,53.5183,Ses03M_impro06_M006,sad,2.0,2.5,3.5,Ses03M,He was supposed to be the best man at my wedding.
57.8747,60.7465,Ses03M_impro06_M007,sad,2.5,3.0,3.0,Ses03M,Yeah.
60.8439,68.7049,Ses03M_impro06_M008,sad,3.0,2.5,3.5,Ses03M,You know I was always the one to tell him to be more wild you know?
68.92399999999999,74.4242,Ses03M_impro06_M009,sad,2.5,2.5,3.5,Ses03M,And he just took it overboard.
82.699,88.686,Ses03M_impro06_M010,sad,2.0,2.0,3.0,Ses03M,You know a stupid case of drunk driving it's just...
88.9294,94.2593,Ses03M_impro06_M011,sad,2.0,2.5,3.5,Ses03M,"and the worst part of it is that he was in the car with his girlfriend,"
94.3324,97.4719,Ses03M_impro06_M012,sad,1.5,3.0,3.0,Ses03M,his girlfriend got killed too.
97.5449,100.9765,Ses03M_impro06_M013,sad,2.0,2.5,3.5,Ses03M,And the car that he hit was his family.
103.0452,106.1847,Ses03M_impro06_M014,sad,2.0,3.0,3.5,Ses03M,The mother and father died--
106.3064,111.1739,Ses03M_impro06_M015,sad,2.0,2.5,3.0,Ses03M,and the kids are paralyzed in a coma right now.
112.0501,116.6986,Ses03M_impro06_M016,sad,2.5,3.0,3.5,Ses03M,and just going to the funeral it's-
117.015,121.9555,Ses03M_impro06_M017,sad,1.5,3.0,4.5,Ses03M,"-do I miss him or do I hate him, you know?"
137.9453,142.8858,Ses03M_impro06_M018,sad,2.5,2.0,3.0,Ses03M,I was supposed to see him last summer
143.6889,152.0367,Ses03M_impro06_M019,sad,2.5,2.5,4.0,Ses03M,then I got busy with work and stuff and three years go by
152.3044,156.2958,Ses03M_impro06_M020,sad,2.5,1.5,3.5,Ses03M,and then something like this happens you know?
156.4905,161.4797,Ses03M_impro06_M021,sad,2.5,3.0,3.5,Ses03M,I mean I haven't even talked to him on the phone for the past three months.
161.7717,164.8139,Ses03M_impro06_M022,sad,2.0,2.0,3.5,Ses03M,He's supposed to be my best friend.
175.1087,178.2726,Ses03M_impro06_M023,sad,2.0,1.5,3.5,Ses03M,It's so fucked up.
182.0206,184.6003,Ses03M_impro06_M024,sad,3.0,3.5,2.5,Ses03M,Why is that?
185.4522,189.8573,Ses03M_impro06_M025,sad,3.0,2.0,3.5,Ses03M,He was studying to be a doctor.
190.052,199.5193,Ses03M_impro06_M026,sad,2.5,3.0,4.0,Ses03M,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people."
199.61,204.8248,Ses03M_impro06_M027,sad,2.5,2.5,3.0,Ses03M,What the...what am I doing?
204.8979,208.8892,Ses03M_impro06_M028,sad,2.5,3.0,3.5,Ses03M,Working for corporate America?  Wow.
209.0109,212.8562,Ses03M_impro06_M029,sad,2.5,3.0,3.5,Ses03M,He actually wanted to do something.
219.2327,221.3744,Ses03M_impro06_M030,sad,2.5,2.0,3.0,Ses03M,I can't do that.
224.3922,226.9233,Ses03M_impro06_M031,sad,2.5,2.5,3.0,Ses03M,You should've met him.
227.0694,229.3084,Ses03M_impro06_M032,sad,2.5,2.5,3.5,Ses03M,He is the greatest...everyone liked him.
5.45,7.98,Ses03M_impro07_F000,hap,4.0,3.5,3.0,Ses03F,Hey.  How's it going?  I haven't seen you in awhile.
9.64,11.6,Ses03M_impro07_F001,hap,4.0,3.0,3.0,Ses03F,What's going on Joe?
50.62,53.06,Ses03M_impro07_F008,hap,4.0,3.0,3.0,Ses03F,Yeah.  Hopefully it won't be like high school.
73.7,75.255,Ses03M_impro07_F010,hap,3.5,3.0,2.5,Ses03F,Oh man.
81.0,85.07,Ses03M_impro07_F011,hap,3.0,3.5,3.0,Ses03F,Did you say yes yet?  I mean have you sent in your answer?
86.77,88.37,Ses03M_impro07_F012,hap,3.5,3.5,2.5,Ses03F,All right.
88.99,97.0,Ses03M_impro07_F013,hap,4.0,3.0,3.0,Ses03F,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown."
98.78,101.55,Ses03M_impro07_F014,hap,3.5,3.0,2.5,Ses03F,"Yeah, it really is."
111.91,116.27,Ses03M_impro07_F017,hap,4.0,4.0,3.5,Ses03F,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay."
125.51,127.85,Ses03M_impro07_F019,hap,4.0,3.5,3.0,Ses03F,Mmmm some miso soup.
150.97,154.26,Ses03M_impro07_F023,neu,4.5,4.5,1.5,Ses03F,Oh my God.  I am so proud of you.
38.27,39.77,Ses03M_impro07_M009,neu,5.0,4.0,1.5,Ses03M,What does that mean?
74.89,81.26,Ses03M_impro07_M014,hap,5.0,4.5,2.0,Ses03M,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.
140.91,149.56,Ses03M_impro07_M025,hap,4.5,5.0,1.5,Ses03M,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like..."
41.3695,44.4061,Ses03M_impro08a_F004,neu,2.5,2.0,2.0,Ses03F,two two six six.
110.2,117.8182,Ses03M_impro08a_F013,ang,1.5,4.0,4.5,Ses03F,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone."
118.4295,121.2295,Ses03M_impro08a_F014,ang,2.0,3.5,4.0,Ses03F,I want to talk to a supervisor
121.3084,126.2775,Ses03M_impro08a_F015,ang,1.5,3.0,5.0,Ses03F,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.
154.2778,158.6553,Ses03M_impro08a_F020,ang,2.0,3.5,4.5,Ses03F,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause
158.675,166.4244,Ses03M_impro08a_F021,ang,1.5,4.5,4.5,Ses03F,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line"
167.56799999999996,169.7174,Ses03M_impro08a_F022,ang,2.0,3.0,4.0,Ses03F,That you better be sorry.
6.5663,11.4367,Ses03M_impro08a_M000,neu,3.0,3.0,2.5,Ses03M,Hello.  This is Viacom Services.  How can I help you?
17.6481,20.8228,Ses03M_impro08a_M001,neu,3.0,2.0,3.0,Ses03M,"I'm sorry ma'am, what can I help you with?"
34.1722,42.0202,Ses03M_impro08a_M002,neu,3.0,2.5,3.5,Ses03M,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?
43.4794,46.8315,Ses03M_impro08a_M003,neu,3.0,2.5,3.0,Ses03M,Okay.  And your name is?
47.7977,53.2597,Ses03M_impro08a_M004,neu,3.0,3.5,3.5,Ses03M,Olivia. Um. Okay.  So how long has this problem been?
60.1218,62.9021,Ses03M_impro08a_M005,neu,2.5,2.5,3.0,Ses03M,So what exactly is the problem?
68.6402,77.553,Ses03M_impro08a_M006,neu,2.5,2.5,3.5,Ses03M,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--
87.7474,90.4292,Ses03M_impro08a_M007,neu,3.0,2.5,3.0,Ses03M,I understand--we're not-
91.0602,95.6349,Ses03M_impro08a_M008,neu,3.0,2.0,3.0,Ses03M,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.
98.8687,101.6293,Ses03M_impro08a_M009,neu,3.5,3.0,2.5,Ses03M,We can give you a new phone--
101.7279,107.3871,Ses03M_impro08a_M010,neu,3.0,3.5,3.5,Ses03M,We can do that.  We can do that.  You just have to sign a one-year contract though with the--
125.5676,133.94799999999998,Ses03M_impro08a_M012,neu,3.0,4.0,4.0,Ses03M,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-"
134.2043,140.4156,Ses03M_impro08a_M013,neu,3.0,3.0,4.0,Ses03M,"So you could----speak with me some more, you could call back later on maybe."
151.3989,157.4327,Ses03M_impro08a_M016,neu,2.0,3.0,3.5,Ses03M,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up."
162.1454,164.3145,Ses03M_impro08a_M017,neu,3.0,2.0,2.5,Ses03M,don't you-
165.8131,170.0329,Ses03M_impro08a_M018,neu,2.5,2.5,3.0,Ses03M,I'm really sorry ma'am.  There's not----a lot we can do for it.
171.3737,181.1935,Ses03M_impro08a_M019,neu,3.0,3.0,3.5,Ses03M,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me."
185.9851,190.8753,Ses03M_impro08a_M020,neu,2.0,3.0,3.5,Ses03M,I'm sorry it has to do with an electrical power outage and stuff--
196.2388,203.5544,Ses03M_impro08a_M021,neu,3.0,3.0,4.0,Ses03M,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?"
206.9065,211.1854,Ses03M_impro08a_M022,neu,2.5,2.0,3.0,Ses03M,"I'm, I'm sorry you chose to live there um--"
214.8728,218.8559,Ses03M_impro08a_M023,neu,2.5,3.0,3.5,Ses03M,Well I'm sure maybe there's a phone at work you could use.
227.9067,231.1406,Ses03M_impro08a_M024,neu,3.0,3.5,2.5,Ses03M,All right um--
242.3999,246.0675,Ses03M_impro08a_M025,neu,3.0,3.5,3.0,Ses03M,My name is Sara.
247.9999,250.6619,Ses03M_impro08a_M026,neu,3.0,2.0,3.0,Ses03M,Sara Brown.
261.2113,268.4283,Ses03M_impro08a_M027,neu,2.5,2.5,4.0,Ses03M,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind."
49.65,52.01,Ses03M_impro08b_F005,ang,1.5,3.5,4.0,Ses03F,"Yeah, yeah, yeah you better be sorry."
52.26,58.7975,Ses03M_impro08b_F006,ang,1.5,2.5,4.0,Ses03F,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.
192.12,196.91,Ses03M_impro08b_F021,neu,2.5,3.0,3.0,Ses03F,"Alright. Well-  I guess - I guess that's okay but,"
203.4325,204.7875,Ses03M_impro08b_F023,neu,3.0,2.5,2.5,Ses03F,Okay.
207.0,209.66,Ses03M_impro08b_F024,neu,4.0,2.5,2.5,Ses03F,Alright Thanks.
15.12,17.52,Ses03M_impro08b_M000,neu,3.0,3.0,3.0,Ses03M,Hello?
24.13,31.92,Ses03M_impro08b_M001,neu,2.5,3.5,3.5,Ses03M,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?
34.92,39.08,Ses03M_impro08b_M002,neu,2.5,2.5,3.0,Ses03M,I know I just need to verify every time.  I'm sorry.
42.08,45.59,Ses03M_impro08b_M003,neu,3.0,2.5,3.0,Ses03M,Alright Ms. Brown what's the nature of your problem?
48.48,52.79,Ses03M_impro08b_M004,neu,2.0,2.5,3.0,Ses03M,Oh.  I'm sorry. Um- Did you drop it in water?
64.77,75.67,Ses03M_impro08b_M005,neu,3.0,3.0,4.0,Ses03M,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls."
75.98,78.5,Ses03M_impro08b_M006,neu,2.5,2.5,3.5,Ses03M,Is the phone turned on?
83.15,88.98,Ses03M_impro08b_M007,neu,2.5,3.0,3.5,Ses03M,"Well, um- okay.  Your sim card is in- didn't fall out-"
92.73,98.39,Ses03M_impro08b_M008,neu,2.5,2.5,3.0,Ses03M,Alright.  Um- Well that could be the problem. cause--
98.5,106.5,Ses03M_impro08b_M009,neu,3.0,3.0,3.0,Ses03M,you might have an older phone where we would use sim cards but probably not.
113.68,122.84,Ses03M_impro08b_M010,neu,3.0,3.5,4.0,Ses03M,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-
123.0,130.19,Ses03M_impro08b_M011,neu,3.0,3.0,3.0,Ses03M,"So we'll send it- And we'll give you, how about a free year's service?"
132.68,138.85,Ses03M_impro08b_M012,neu,3.0,2.5,4.0,Ses03M,Tell them my name.  My name is Brent Backersen.
142.13,146.51,Ses03M_impro08b_M013,neu,3.0,3.0,3.0,Ses03M,Okay.  Tell them my - my ID number is two one three five.
146.55,153.83,Ses03M_impro08b_M014,neu,3.0,2.5,4.0,Ses03M,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--"
154.71,157.39,Ses03M_impro08b_M015,neu,2.5,3.5,4.0,Ses03M,It will be free.  No contract okay?
157.48,160.87,Ses03M_impro08b_M016,neu,3.0,3.0,3.0,Ses03M,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you."
164.97,170.84,Ses03M_impro08b_M017,neu,3.0,3.0,3.5,Ses03M,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot."
174.59,177.5,Ses03M_impro08b_M018,neu,3.0,2.5,3.0,Ses03M,They might only have orange.
178.1425,188.83,Ses03M_impro08b_M019,neu,3.0,3.5,4.0,Ses03M,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer"
188.85,191.06,Ses03M_impro08b_M020,neu,3.0,2.5,3.0,Ses03M,and battling through with us.
198.82,201.91,Ses03M_impro08b_M021,neu,3.0,2.5,3.0,Ses03M,Yes.  You just tell them Brent Backersen sent you.
204.39,208.88,Ses03M_impro08b_M022,neu,3.5,3.0,3.5,Ses03M,Alright?  Great.  Have a nice evening.
40.27,43.28,Ses04F_impro01_F004,ang,2.0,4.0,4.5,Ses04F,I did exactly what they told me to do.
74.62,78.72,Ses04F_impro01_F008,ang,1.5,4.0,4.5,Ses04F,I've been to the back of the line five times.
80.0666,87.08,Ses04F_impro01_F009,ang,1.5,4.0,4.5,Ses04F,Okay.  What is it that I did wrong on the form that I have to start all over again?
89.87,96.65,Ses04F_impro01_F010,ang,2.0,4.5,4.5,Ses04F,"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go."
112.91,118.69,Ses04F_impro01_F012,ang,2.0,4.5,5.0,Ses04F,I'm not starting over again.  No I have done this five times.  I am not starting over again.
122.04,132.07,Ses04F_impro01_F014,ang,1.5,4.0,5.0,Ses04F,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.
139.03,143.48,Ses04F_impro01_F016,ang,2.0,4.5,4.5,Ses04F,This is your job is to help people like me who need to get a new license.
150.5,152.54,Ses04F_impro01_F019,ang,2.0,3.0,4.0,Ses04F,I'm testing your patience?
